"New Sort","Original Sort","Year","Trip","Ship","Comments","Transit","Arrival","Departure","Port","Port City","Port State","Port Country","Area","Original Date Span","Original Complete Port","","","","","","","","","",""
"203","221","","","","","3","05/18/42","05/18/42","0","Suisun Bay","California","USA","","05/18/42","Suisun Bay","","","","","","","","","",""
"204","222","","","","","1","05/19/42","05/21/42","2","San Francisco Bay","California","USA","","19-21 May 42","So. San Fran Bay ","","","","","","","","","",""
"205","223","","","","","6","05/27/42","05/29/42","2","San Francisco Bay","California","USA","","27-29 May 42","San Fran Bay","","","","","","","","","",""
"206","224","","","","","4","06/02/42","06/05/42","3","San Francisco Bay","California","USA","San Pablo Bay","02-05 Jun 42","San Fran Bay / San Pablo Bay","","","","","","","","","",""
"207","225","","","","","4","06/09/42","06/12/42","3","San Pablo Bay","California","USA","","09-12 Jun 42","San Pablo Bay","","","","","","","","","",""
"208","226","","","","","3","06/15/42","06/15/42","0","San Francisco","California","USA","","06/15/42","San Francisco","","","","","","","","","",""
"209","","","","","","","","","","","","","","","","","","","","","","","","",""
"210","229","1942-2","War Cruise II","Golden State","","","08/18/42","08/18/42","0","San Francisco","California","USA","","08/18/42","San Francisco","","","","","","","","","",""
"211","230","","","","","0","08/18/42","08/21/42","3","North San Francisco Bay","California","USA","","18-21 Aug 42","No. SF Bay / South SF Bay","","","","","","","","","",""
"212","231","","","","","10","08/31/42","","3","San Francisco Bay","California","USA","","31 Aug - 03 Sep 42","So. SF Bay","","","","","","","","","",""
"213","232","","","","","5","09/08/42","09/11/42","3","San Francisco Bay","California","USA","","08-11 Sep 42","So. SF Bay","","","","","","","","","",""
"214","233","","","","","5","09/16/42","09/18/42","2","San Francisco Bay","California","USA","","16-18 Sep 42","So. SF Bay","","","","","","","","","",""
"215","234","","","","","9","09/27/42","09/28/42","1","San Francisco Bay","California","USA","","27-28 Sep 42","So. SF Bay","","","","","","","","","",""
"216","235","","","","","2","09/30/42","10/02/42","2","San Francisco Bay","California","USA","","30 Sep- 02 Oct 42","So. SF Bay","","","","","","","","","",""
"217","236","","","","","3","10/05/42","10/12/42","7","Stockton","California","USA","","05-12 Oct 42","Stockton","","","","","","","","","",""
"218","237","","","","","14","10/26/42","10/28/42","2","San Francisco Bay","California","USA","","26-28 Oct 42","So. SF Bay","","","","","","","","","",""
"219","238","","","","","0","10/28/42","10/30/42","2","San Francisco Bay","California","USA","","28-30 Oct 42","So. SF Bay","","","","","","","","","",""
"220","239","","","","","5","11/04/42","11/06/42","2","San Francisco Bay","California","USA","","04-06 Nov 42","So. SF Bay","","","","","","","","","",""
"221","240","","","","","5","11/11/42","11/13/42","2","San Francisco Bay","California","USA","","11-13 Nov 42","So. SF Bay","","","","","","","","","",""
"222","241","","","","","0","11/13/42","11/13/42","0","San Francisco","California","USA","","11/13/42","San Francisco","","","","","","","","","",""
"223","","","","","","","","","","","","","","","","","","","","","","","","",""
"224","244","1943-1","War Cruise III","Golden State","","","04/06/43","04/06/43","0","San Francisco","California","USA","","04/06/43","San Francisco","","","","","","","","","",""
"225","245","","","","","0","04/06/43","04/09/43","3","San Francisco Bay","California","USA","","06-09 Apr 43","So. SF Bay","","","","","","","","","",""
"226","246","","","","","11","04/20/43","04/26/43","6","Stockton","California","USA","","20-26 Apr 43","Stockton","","","","","","","","","",""
"227","247","","","","","8","05/04/43","05/06/43","2","North San Francisco Bay","California","USA","","04-06 May 43","No. SF Bay","","","","","","","","","",""
"228","248","","","","","0","05/06/43","05/06/43","0","San Francisco","California","USA","","05/06/43","San Francisco","","","","","","","","","",""
"229","","","","","","","","","","","","","","","","","","","","","","","","",""
"230","251","","","","arrived Morrow Cove","","08/24/43","08/24/43","0","Vallejo","California","USA","","08/24/43","Vallejo","","","","","","","","","",""
"231","","","","","","","","","","","","","","","","","","","","","","","","",""
"232","254","1943-2","War Cruise IV","Golden State","","","09/08/43","09/08/43","0","Vallejo","California","USA","","09/08/43","Vallejo","","","","","","","","","",""
"233","255","","","","","0","09/08/43","09/10/43","2","San Francisco Bay","California","USA","","08-10 Sep 43","So. SF Bay","","","","","","","","","",""
"234","256","","","","","4","09/14/43","09/14/43","0","North San Francisco Bay","California","USA","","09/14/43","No. SF Bay","","","","","","","","","",""
"235","257","","","","","1","09/15/43","09/17/43","2","San Francisco Bay","California","USA","","15-17 Sep 43","So. SF Bay","","","","","","","","","",""
"236","258","","","","","0","09/17/43","09/17/43","0","Vallejo","California","USA","","09/17/43","Vallejo","","","","","","","","","",""
"237","259","","","","","27","10/14/43","10/21/43","7","Stockton","California","USA","","14-21 Oct 43","Stockton","","","","","","","","","",""
"238","260","","","","","11","11/01/43","11/01/43","0","Morrow Cove","California","USA","","11/01/43","Morrow Cove","","","","","","","","","",""
"239","","","","","","","","","","","","","","","","","","","","","","","","",""
"240","264","1944-1","War Cruise V","Golden State","","","03/21/44","03/21/44","0","Morrow Cove","California","USA","","03/21/44","Morrow Cove","","","","","","","","","",""
"241","265","","","","","0","03/21/44","03/23/44","2","North San Francisco Bay","California","USA","","21-23 Mar 44","No. SF Bay","","","","","","","","","",""
"242","266","","","","","5","03/28/44","03/31/44","3","North San Francisco Bay","California","USA","","28-31 Mar 44","No. SF Bay","","","","","","","","","",""
"243","267","","","","","3","04/03/44","04/05/44","2","North San Francisco Bay","California","USA","","03-05 Apr 44","No. SF Bay","","","","","","","","","",""
"244","268","","","","","8","04/13/44","04/17/44","4","Stockton","California","USA","","13-17 Apr 44","Stockton","","","","","","","","","",""
"245","269","","","","","7","04/24/44","04/28/44","4","North San Francisco Bay","California","USA","","24-28 Apr 44","No. SF Bay","","","","","","","","","",""
"246","270","","","","drydocking","10","05/08/44","05/09/44","1","Oakland","California","USA","","08-09 May 44","Oakland","","","","","","","","","",""
"247","271","","","","","5","05/14/44","06/01/44","18","San Francisco","California","USA","","14 May- 01 Jun 44","San Francisco","","","","","","","","","",""
"248","272","","","","","0","06/01/44","06/01/44","0","Vallejo","California","USA","","06/01/44","Vallejo","","","","","","","","","",""
"249","","","","","","","","","","","","","","","","","","","","","","","","",""
"250","275","1944-2","War Cruise VI","Golden State","","","09/11/44","09/11/44","0","Morrow Cove","California","USA","","09/11/44","Morrow Cove","","","","","","","","","",""
"251","276","","","","","0","09/11/44","09/13/44","2","North San Francisco Bay","California","USA","","11-13 Sep 44","No. SF Bay","","","","","","","","","",""
"252","277","","","","","6","09/19/44","09/22/44","3","North San Francisco Bay","California","USA","","19-22 Sep 44","No. SF Bay","","","","","","","","","",""
"253","278","","","","","3","09/25/44","09/28/44","3","North San Francisco Bay","California","USA","","25-28 Sep 44","No. SF Bay","","","","","","","","","",""
"254","279","","","","","6","10/04/44","10/05/44","1","North San Francisco Bay","California","USA","","04-05 Oct 44","No. SF Bay","","","","","","","","","",""
"255","280","","","","","5","10/10/44","10/12/44","2","North San Francisco Bay","California","USA","","10-12 Oct 44","No. SF Bay","","","","","","","","","",""
"256","281","","","","","7","10/19/44","10/24/44","5","Stockton","California","USA","","19-24 Oct 44","Stockton","","","","","","","","","",""
"257","282","","","","","1","10/25/44","10/25/44","0","Morrow Cove","California","USA","","10/25/44","Morrow Cove","","","","","","","","","",""
"258","","","","","","","","","","","","","","","","","","","","","","","","",""
"259","285","1945","War Cruise Vii","Golden State","","","05/17/45","05/17/45","0","Morrow Cove","California","USA","","05/17/45","Morrow Cove","","","","","","","","","",""
"260","286","","","","2 months  in three separate stints","","","","","San Francisco Bay","California","USA","","","San Fran Bay","","","","","","","","","",""
"261","287","","","","visit cancelled due to crew illness","","","","","Stockton","California","USA","","","Stockton","","","","","","","","","",""
"262","288","","","","","","07/28/45","07/28/45","0","Morrow Cove","California","USA","","07/28/45","Morrow Cove","","","","","","","","","",""
"263","","","","","","","","","","","","","","","","","","","","","","","","",""
"264","291","1946-1","S. America","Golden State","1st postwar deepwater cruise","","01/10/46","01/10/46","0","Vallejo","California","USA","","01/10/46","Vallejo","","","","","","","","","",""
"265","292","","","","","2","01/12/46","01/16/46","4","San Pedro","California","USA","","12-16 Jan 46","Long Beach  (San Pedro)","","","","","","","","","",""
"266","293","","","","","1","01/17/46","01/19/46","2","San Diego","California","USA","","17-19 Jan 46","San Diego, Calif","","","","","","","","","",""
"267","294","","","","","7","01/26/46","02/02/46","7","Acapulco","Guerrero","Mexico","","26 Jan-02 Feb 46","Acapulco, Mexico","","","","","","","","","",""
"268","295","","","","","7","02/09/46","02/13/46","4","Balboa","","Panama","","09-13 Feb 46","Balboa, Panama","","","","","","","","","",""
"269","296","","","","and Lima","6","02/19/46","02/25/46","6","Callao","","Peru","","19-25 Feb 46","Callao, Peru","","","","","","","","","",""
"270","297","","","","","7","03/04/46","03/11/46","7","Valparaiso","","Chile","","04-11 Mar 46","Valparaiso, Chile","","","","","","","","","",""
"271","298","","","","","11","03/22/46","03/26/46","4","Balboa","","Panama","","22-26 Mar 46","Balboa, Panama","","","","","","","","","",""
"272","299","","","","Underway Drills and Paint Ship","10","04/05/46","04/06/46","1","Magdalena Bay","","Mexico","","05-06 Apr 46","Magdalena Bay, Mexico","","","","","","","","","",""
"273","300","","","","","4","04/10/46","04/14/46","4","Long Beach","California","USA","","10-14 Apr 46","Long Beach, Calif","","","","","","","","","",""
"274","301","","","","","1","04/15/46","04/17/46","2","Santa Barbara","California","USA","","15-17 Apr 46","Santa Barbara","","","","","","","","","",""
"275","302","","","","anchored","1","04/18/46","04/19/46","1","San Pablo Bay","California","USA","","18-19 Apr 46","San Pablo Bay ","","","","","","","","","",""
"276","303","","","","11,923 miles","1","04/20/46","04/20/46","0","Vallejo","California","USA","","04/20/46","Vallejo","","","","","","","","","",""
"277","","","","","","","","","","","","","","","","","","","","","","","","",""
"278","306","1946-1","S. America","Golden State","Maritime Day","","05/22/46","05/22/46","0","San Francisco","California","USA","","05/22/46","San Francisco","","","","","","","","","",""
"279","","","","","","","","","","","","","","","","","","","","","","","","",""
"280","311","1946-2","Mini-Cruise","Golden Bear I","Shakedown Cruise for new TSGB1 for one week","","05/01/46","05/01/46","0","Vallejo","California","USA","","05/01/46","Vallejo","","","","","","","","","",""
"281","312","","","","","0","05/01/46","05/08/46","7","San Francisco Bay","California","USA","","","SF Bay","","","","","","","","","",""
"282","313","","","","","0","05/08/46","05/08/46","0","Vallejo","California","USA","","05/08/46","Vallejo","","","","","","","","","",""
"283","","","","","","","","","","","","","","","","","","","","","","","","",""
"284","316","1947","Caribbean","Golden Bear I","","","01/13/47","01/13/47","0","Vallejo","California","USA","","01/13/47","Vallejo","","","","","","","","","",""
"285","317","","","","","1","01/14/47","01/16/47","2","Long Beach","California","USA","","14-16 Jan 47","Los Angeles / Long Beach","","","","","","","","","",""
"286","318","","","","","1","01/17/47","01/19/47","2","San Diego","California","USA","","17-19 Jan 47","San Diego","","","","","","","","","",""
"287","319","","","","","12","01/31/47","02/01/47","1","Balboa","","Panama","","31 Jan-1 Feb 47","Balboa, Panama","","","","","","","","","",""
"288","320","","","","and Mexico City","6","02/07/47","02/12/47","5","Vera Cruz","Veracruz","Mexico","","07-12 Feb 47","Vera Cruz, Mexico","","","","","","","","","",""
"289","321","","","","","3","02/15/47","02/21/47","6","New Orleans","Louisiana","USA","","15-21 Feb 47","New Orleans","","","","","","","","","",""
"290","322","","","","","5","02/26/47","02/28/47","2","Kingston","","Jamaica","","26-29 Feb 47","Kingston, Jamaica","","","","","","","","","",""
"291","323","","","","","3","03/03/47","03/05/47","2","Cristobal","","Panama","","03-05 Mar 47","Cristobal, Panama","","","","","","","","","",""
"292","324","","","","Underway Drills and Paint Ship","9","03/14/47","03/18/47","4","Magdalena Bay","","Mexico","","14-18 Mar 47","Magdalena Bay, Mexico","","","","","","","","","",""
"293","325","","","","","3","03/21/47","03/24/47","3","San Diego","California","USA","","21-24 Mar 47","San Diego","","","","","","","","","",""
"294","326","","","","? or  SDiego ?","1","03/25/47","03/31/47","6","Long Beach","California","USA","","25-31 Mar 47","LOSA / Long Beach","","","","","","","","","",""
"295","327","","","","","1","04/01/47","04/04/47","3","Santa Barbara","California","USA","","01-04 Apr 47","Santa Barbara","","","","","","","","","",""
"296","328","","","","","1","04/05/47","04/07/47","2","Monterey","California","USA","","05-07 Apr 47","Monterey, Calif.","","","","","","","","","",""
"297","329","","","","","1","04/08/47","04/12/47","4","San Francisco","California","USA","","08-12 Apr 47","San Francisco","","","","","","","","","",""
"298","330","","","","","0","04/12/47","04/16/47","4","Oakland","California","USA","","12-16 Apr 47","Oakland","","","","","","","","","",""
"299","331","","","","","0","04/16/47","04/20/47","4","Stockton","California","USA","","16-20 Apr 47","Stockton","","","","","","","","","",""
"300","332","","","","10,977 miles","0","04/20/47","04/20/47","0","Vallejo","California","USA","","04/20/47","Vallejo","","","","","","","","","",""
"301","","","","","","","","","","","","","","","","","","","","","","","","",""
